number,name,base_name,form_name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,link,sprite_url
0769,Sandygast,Sandygast,,Ghost,Ground,320,55,55,80,70,45,15,https://pokemondb.net/pokedex/sandygast,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandygast.avif
0770,Palossand,Palossand,,Ghost,Ground,480,85,75,110,100,75,35,https://pokemondb.net/pokedex/palossand,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palossand.avif
0771,Pyukumuku,Pyukumuku,,Water,,410,55,60,130,30,130,5,https://pokemondb.net/pokedex/pyukumuku,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pyukumuku.avif
0772,Type: Null,Type: Null,,Normal,,534,95,95,95,95,95,59,https://pokemondb.net/pokedex/type-null,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/type-null.avif
0773,Silvally,Silvally,,Normal,,570,95,95,95,95,95,95,https://pokemondb.net/pokedex/silvally,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/silvally.avif
0774,Minior (Meteor Form),Minior,Meteor Form,Rock,Flying,440,60,60,100,60,100,60,https://pokemondb.net/pokedex/minior,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/minior-meteor.avif
0774,Minior (Core Form),Minior,Core Form,Rock,Flying,500,60,100,60,100,60,120,https://pokemondb.net/pokedex/minior,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/minior-core.avif
0775,Komala,Komala,,Normal,,480,65,115,65,75,95,65,https://pokemondb.net/pokedex/komala,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/komala.avif
0776,Turtonator,Turtonator,,Fire,Dragon,485,60,78,135,91,85,36,https://pokemondb.net/pokedex/turtonator,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/turtonator.avif
0777,Togedemaru,Togedemaru,,Electric,Steel,435,65,98,63,40,73,96,https://pokemondb.net/pokedex/togedemaru,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/togedemaru.avif
0778,Mimikyu,Mimikyu,,Ghost,Fairy,476,55,90,80,50,105,96,https://pokemondb.net/pokedex/mimikyu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mimikyu.avif
0779,Bruxish,Bruxish,,Water,Psychic,475,68,105,70,70,70,92,https://pokemondb.net/pokedex/bruxish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bruxish.avif
0780,Drampa,Drampa,,Normal,Dragon,485,78,60,85,135,91,36,https://pokemondb.net/pokedex/drampa,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drampa.avif
0781,Dhelmise,Dhelmise,,Ghost,Grass,517,70,131,100,86,90,40,https://pokemondb.net/pokedex/dhelmise,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dhelmise.avif
0782,Jangmo-o,Jangmo-o,,Dragon,,300,45,55,65,45,45,45,https://pokemondb.net/pokedex/jangmo-o,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jangmo-o.avif
0783,Hakamo-o,Hakamo-o,,Dragon,Fighting,420,55,75,90,65,70,65,https://pokemondb.net/pokedex/hakamo-o,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hakamo-o.avif
0784,Kommo-o,Kommo-o,,Dragon,Fighting,600,75,110,125,100,105,85,https://pokemondb.net/pokedex/kommo-o,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kommo-o.avif
0785,Tapu Koko,Tapu Koko,,Electric,Fairy,570,70,115,85,95,75,130,https://pokemondb.net/pokedex/tapu-koko,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tapu-koko.avif
0786,Tapu Lele,Tapu Lele,,Psychic,Fairy,570,70,85,75,130,115,95,https://pokemondb.net/pokedex/tapu-lele,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tapu-lele.avif
0787,Tapu Bulu,Tapu Bulu,,Grass,Fairy,570,70,130,115,85,95,75,https://pokemondb.net/pokedex/tapu-bulu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tapu-bulu.avif
0788,Tapu Fini,Tapu Fini,,Water,Fairy,570,70,75,115,95,130,85,https://pokemondb.net/pokedex/tapu-fini,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tapu-fini.avif
0789,Cosmog,Cosmog,,Psychic,,200,43,29,31,29,31,37,https://pokemondb.net/pokedex/cosmog,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cosmog.avif
0790,Cosmoem,Cosmoem,,Psychic,,400,43,29,131,29,131,37,https://pokemondb.net/pokedex/cosmoem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cosmoem.avif
0791,Solgaleo,Solgaleo,,Psychic,Steel,680,137,137,107,113,89,97,https://pokemondb.net/pokedex/solgaleo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/solgaleo.avif
0792,Lunala,Lunala,,Psychic,Ghost,680,137,113,89,137,107,97,https://pokemondb.net/pokedex/lunala,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lunala.avif
0793,Nihilego,Nihilego,,Rock,Poison,570,109,53,47,127,131,103,https://pokemondb.net/pokedex/nihilego,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nihilego.avif
0794,Buzzwole,Buzzwole,,Bug,Fighting,570,107,139,139,53,53,79,https://pokemondb.net/pokedex/buzzwole,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/buzzwole.avif
0795,Pheromosa,Pheromosa,,Bug,Fighting,570,71,137,37,137,37,151,https://pokemondb.net/pokedex/pheromosa,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pheromosa.avif
0796,Xurkitree,Xurkitree,,Electric,,570,83,89,71,173,71,83,https://pokemondb.net/pokedex/xurkitree,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/xurkitree.avif
0797,Celesteela,Celesteela,,Steel,Flying,570,97,101,103,107,101,61,https://pokemondb.net/pokedex/celesteela,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/celesteela.avif
0798,Kartana,Kartana,,Grass,Steel,570,59,181,131,59,31,109,https://pokemondb.net/pokedex/kartana,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kartana.avif
0799,Guzzlord,Guzzlord,,Dark,Dragon,570,223,101,53,97,53,43,https://pokemondb.net/pokedex/guzzlord,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/guzzlord.avif
0800,Necrozma,Necrozma,,Psychic,,600,97,107,101,127,89,79,https://pokemondb.net/pokedex/necrozma,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/necrozma.avif
0800,Necrozma (Dusk Mane Necrozma),Necrozma,Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77,https://pokemondb.net/pokedex/necrozma,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/necrozma-dusk-mane.avif
0800,Necrozma (Dawn Wings Necrozma),Necrozma,Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,https://pokemondb.net/pokedex/necrozma,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/necrozma-dawn-wings.avif
0800,Necrozma (Ultra Necrozma),Necrozma,Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,https://pokemondb.net/pokedex/necrozma,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/necrozma-ultra.avif
0801,Magearna,Magearna,,Steel,Fairy,600,80,95,115,130,115,65,https://pokemondb.net/pokedex/magearna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magearna.avif
0802,Marshadow,Marshadow,,Fighting,Ghost,600,90,125,80,90,90,125,https://pokemondb.net/pokedex/marshadow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marshadow.avif
0803,Poipole,Poipole,,Poison,,420,67,73,67,73,67,73,https://pokemondb.net/pokedex/poipole,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/poipole.avif
0804,Naganadel,Naganadel,,Poison,Dragon,540,73,73,73,127,73,121,https://pokemondb.net/pokedex/naganadel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/naganadel.avif
0805,Stakataka,Stakataka,,Rock,Steel,570,61,131,211,53,101,13,https://pokemondb.net/pokedex/stakataka,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stakataka.avif
0806,Blacephalon,Blacephalon,,Fire,Ghost,570,53,127,53,151,79,107,https://pokemondb.net/pokedex/blacephalon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blacephalon.avif
0807,Zeraora,Zeraora,,Electric,,600,88,112,75,102,80,143,https://pokemondb.net/pokedex/zeraora,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zeraora.avif
0808,Meltan,Meltan,,Steel,,300,46,65,65,55,35,34,https://pokemondb.net/pokedex/meltan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meltan.avif
0809,Melmetal,Melmetal,,Steel,,600,135,143,143,80,65,34,https://pokemondb.net/pokedex/melmetal,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/melmetal.avif
0810,Grookey,Grookey,,Grass,,310,50,65,50,40,40,65,https://pokemondb.net/pokedex/grookey,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grookey.avif
0811,Thwackey,Thwackey,,Grass,,420,70,85,70,55,60,80,https://pokemondb.net/pokedex/thwackey,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/thwackey.avif
0812,Rillaboom,Rillaboom,,Grass,,530,100,125,90,60,70,85,https://pokemondb.net/pokedex/rillaboom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rillaboom.avif
0813,Scorbunny,Scorbunny,,Fire,,310,50,71,40,40,40,69,https://pokemondb.net/pokedex/scorbunny,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scorbunny.avif
0814,Raboot,Raboot,,Fire,,420,65,86,60,55,60,94,https://pokemondb.net/pokedex/raboot,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/raboot.avif
0815,Cinderace,Cinderace,,Fire,,530,80,116,75,65,75,119,https://pokemondb.net/pokedex/cinderace,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cinderace.avif
0816,Sobble,Sobble,,Water,,310,50,40,40,70,40,70,https://pokemondb.net/pokedex/sobble,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sobble.avif
0817,Drizzile,Drizzile,,Water,,420,65,60,55,95,55,90,https://pokemondb.net/pokedex/drizzile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drizzile.avif
0818,Inteleon,Inteleon,,Water,,530,70,85,65,125,65,120,https://pokemondb.net/pokedex/inteleon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/inteleon.avif
0819,Skwovet,Skwovet,,Normal,,275,70,55,55,35,35,25,https://pokemondb.net/pokedex/skwovet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skwovet.avif
0820,Greedent,Greedent,,Normal,,460,120,95,95,55,75,20,https://pokemondb.net/pokedex/greedent,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/greedent.avif
0821,Rookidee,Rookidee,,Flying,,245,38,47,35,33,35,57,https://pokemondb.net/pokedex/rookidee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rookidee.avif
0822,Corvisquire,Corvisquire,,Flying,,365,68,67,55,43,55,77,https://pokemondb.net/pokedex/corvisquire,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/corvisquire.avif
0823,Corviknight,Corviknight,,Flying,Steel,495,98,87,105,53,85,67,https://pokemondb.net/pokedex/corviknight,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/corviknight.avif
0824,Blipbug,Blipbug,,Bug,,180,25,20,20,25,45,45,https://pokemondb.net/pokedex/blipbug,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blipbug.avif
0825,Dottler,Dottler,,Bug,Psychic,335,50,35,80,50,90,30,https://pokemondb.net/pokedex/dottler,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dottler.avif
0826,Orbeetle,Orbeetle,,Bug,Psychic,505,60,45,110,80,120,90,https://pokemondb.net/pokedex/orbeetle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/orbeetle.avif
0827,Nickit,Nickit,,Dark,,245,40,28,28,47,52,50,https://pokemondb.net/pokedex/nickit,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nickit.avif
0828,Thievul,Thievul,,Dark,,455,70,58,58,87,92,90,https://pokemondb.net/pokedex/thievul,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/thievul.avif
0829,Gossifleur,Gossifleur,,Grass,,250,40,40,60,40,60,10,https://pokemondb.net/pokedex/gossifleur,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gossifleur.avif
0830,Eldegoss,Eldegoss,,Grass,,460,60,50,90,80,120,60,https://pokemondb.net/pokedex/eldegoss,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eldegoss.avif
0831,Wooloo,Wooloo,,Normal,,270,42,40,55,40,45,48,https://pokemondb.net/pokedex/wooloo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wooloo.avif
0832,Dubwool,Dubwool,,Normal,,490,72,80,100,60,90,88,https://pokemondb.net/pokedex/dubwool,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dubwool.avif
0833,Chewtle,Chewtle,,Water,,284,50,64,50,38,38,44,https://pokemondb.net/pokedex/chewtle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chewtle.avif
0834,Drednaw,Drednaw,,Water,Rock,485,90,115,90,48,68,74,https://pokemondb.net/pokedex/drednaw,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drednaw.avif
0835,Yamper,Yamper,,Electric,,270,59,45,50,40,50,26,https://pokemondb.net/pokedex/yamper,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yamper.avif
0836,Boltund,Boltund,,Electric,,490,69,90,60,90,60,121,https://pokemondb.net/pokedex/boltund,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/boltund.avif
0837,Rolycoly,Rolycoly,,Rock,,240,30,40,50,40,50,30,https://pokemondb.net/pokedex/rolycoly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rolycoly.avif
0838,Carkol,Carkol,,Rock,Fire,410,80,60,90,60,70,50,https://pokemondb.net/pokedex/carkol,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/carkol.avif
0839,Coalossal,Coalossal,,Rock,Fire,510,110,80,120,80,90,30,https://pokemondb.net/pokedex/coalossal,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/coalossal.avif
0840,Applin,Applin,,Grass,Dragon,260,40,40,80,40,40,20,https://pokemondb.net/pokedex/applin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/applin.avif
0841,Flapple,Flapple,,Grass,Dragon,485,70,110,80,95,60,70,https://pokemondb.net/pokedex/flapple,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flapple.avif
0842,Appletun,Appletun,,Grass,Dragon,485,110,85,80,100,80,30,https://pokemondb.net/pokedex/appletun,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/appletun.avif
0843,Silicobra,Silicobra,,Ground,,315,52,57,75,35,50,46,https://pokemondb.net/pokedex/silicobra,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/silicobra.avif
0844,Sandaconda,Sandaconda,,Ground,,510,72,107,125,65,70,71,https://pokemondb.net/pokedex/sandaconda,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandaconda.avif
0845,Cramorant,Cramorant,,Flying,Water,475,70,85,55,85,95,85,https://pokemondb.net/pokedex/cramorant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cramorant.avif
0846,Arrokuda,Arrokuda,,Water,,280,41,63,40,40,30,66,https://pokemondb.net/pokedex/arrokuda,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arrokuda.avif
0847,Barraskewda,Barraskewda,,Water,,490,61,123,60,60,50,136,https://pokemondb.net/pokedex/barraskewda,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/barraskewda.avif
0848,Toxel,Toxel,,Electric,Poison,242,40,38,35,54,35,40,https://pokemondb.net/pokedex/toxel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/toxel.avif
0849,Toxtricity (Amped Form),Toxtricity,Amped Form,Electric,Poison,502,75,98,70,114,70,75,https://pokemondb.net/pokedex/toxtricity,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/toxtricity-amped.avif
0849,Toxtricity (Low Key Form),Toxtricity,Low Key Form,Electric,Poison,502,75,98,70,114,70,75,https://pokemondb.net/pokedex/toxtricity,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/toxtricity-low-key.avif
0850,Sizzlipede,Sizzlipede,,Fire,Bug,305,50,65,45,50,50,45,https://pokemondb.net/pokedex/sizzlipede,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sizzlipede.avif
0851,Centiskorch,Centiskorch,,Fire,Bug,525,100,115,65,90,90,65,https://pokemondb.net/pokedex/centiskorch,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/centiskorch.avif
0852,Clobbopus,Clobbopus,,Fighting,,310,50,68,60,50,50,32,https://pokemondb.net/pokedex/clobbopus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clobbopus.avif
0853,Grapploct,Grapploct,,Fighting,,480,80,118,90,70,80,42,https://pokemondb.net/pokedex/grapploct,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grapploct.avif
0854,Sinistea,Sinistea,,Ghost,,308,40,45,45,74,54,50,https://pokemondb.net/pokedex/sinistea,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sinistea.avif
0855,Polteageist,Polteageist,,Ghost,,508,60,65,65,134,114,70,https://pokemondb.net/pokedex/polteageist,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/polteageist.avif
0856,Hatenna,Hatenna,,Psychic,,265,42,30,45,56,53,39,https://pokemondb.net/pokedex/hatenna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hatenna.avif
0857,Hattrem,Hattrem,,Psychic,,370,57,40,65,86,73,49,https://pokemondb.net/pokedex/hattrem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hattrem.avif
0858,Hatterene,Hatterene,,Psychic,Fairy,510,57,90,95,136,103,29,https://pokemondb.net/pokedex/hatterene,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hatterene.avif
0859,Impidimp,Impidimp,,Dark,Fairy,265,45,45,30,55,40,50,https://pokemondb.net/pokedex/impidimp,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/impidimp.avif
0860,Morgrem,Morgrem,,Dark,Fairy,370,65,60,45,75,55,70,https://pokemondb.net/pokedex/morgrem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/morgrem.avif
0861,Grimmsnarl,Grimmsnarl,,Dark,Fairy,510,95,120,65,95,75,60,https://pokemondb.net/pokedex/grimmsnarl,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grimmsnarl.avif
0862,Obstagoon,Obstagoon,,Dark,Normal,520,93,90,101,60,81,95,https://pokemondb.net/pokedex/obstagoon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/obstagoon.avif
0863,Perrserker,Perrserker,,Steel,,440,70,110,100,50,60,50,https://pokemondb.net/pokedex/perrserker,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/perrserker.avif
0864,Cursola,Cursola,,Ghost,,510,60,95,50,145,130,30,https://pokemondb.net/pokedex/cursola,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cursola.avif
0865,Sirfetch'd,Sirfetch'd,,Fighting,,507,62,135,95,68,82,65,https://pokemondb.net/pokedex/sirfetchd,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sirfetchd.avif
0866,Mr. Rime,Mr. Rime,,Ice,Psychic,520,80,85,75,110,100,70,https://pokemondb.net/pokedex/mr-rime,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mr-rime.avif
0867,Runerigus,Runerigus,,Ground,Ghost,483,58,95,145,50,105,30,https://pokemondb.net/pokedex/runerigus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/runerigus.avif
0868,Milcery,Milcery,,Fairy,,270,45,40,40,50,61,34,https://pokemondb.net/pokedex/milcery,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/milcery.avif
0869,Alcremie,Alcremie,,Fairy,,495,65,60,75,110,121,64,https://pokemondb.net/pokedex/alcremie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/alcremie.avif
0870,Falinks,Falinks,,Fighting,,470,65,100,100,70,60,75,https://pokemondb.net/pokedex/falinks,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/falinks.avif
0871,Pincurchin,Pincurchin,,Electric,,435,48,101,95,91,85,15,https://pokemondb.net/pokedex/pincurchin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pincurchin.avif
0872,Snom,Snom,,Ice,Bug,185,30,25,35,45,30,20,https://pokemondb.net/pokedex/snom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snom.avif
0873,Frosmoth,Frosmoth,,Ice,Bug,475,70,65,60,125,90,65,https://pokemondb.net/pokedex/frosmoth,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/frosmoth.avif
0874,Stonjourner,Stonjourner,,Rock,,470,100,125,135,20,20,70,https://pokemondb.net/pokedex/stonjourner,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stonjourner.avif
0875,Eiscue (Ice Face),Eiscue,Ice Face,Ice,,470,75,80,110,65,90,50,https://pokemondb.net/pokedex/eiscue,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eiscue-ice.avif
0875,Eiscue (Noice Face),Eiscue,Noice Face,Ice,,470,75,80,70,65,50,130,https://pokemondb.net/pokedex/eiscue,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eiscue-noice.avif
0876,Indeedee (Male),Indeedee,Male,Psychic,Normal,475,60,65,55,105,95,95,https://pokemondb.net/pokedex/indeedee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/indeedee-male.avif
0876,Indeedee (Female),Indeedee,Female,Psychic,Normal,475,70,55,65,95,105,85,https://pokemondb.net/pokedex/indeedee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/indeedee-female.avif
0877,Morpeko (Full Belly Mode),Morpeko,Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97,https://pokemondb.net/pokedex/morpeko,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/morpeko-full-belly.avif
0877,Morpeko (Hangry Mode),Morpeko,Hangry Mode,Electric,Dark,436,58,95,58,70,58,97,https://pokemondb.net/pokedex/morpeko,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/morpeko-hangry.avif
0878,Cufant,Cufant,,Steel,,330,72,80,49,40,49,40,https://pokemondb.net/pokedex/cufant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cufant.avif
0879,Copperajah,Copperajah,,Steel,,500,122,130,69,80,69,30,https://pokemondb.net/pokedex/copperajah,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/copperajah.avif
0880,Dracozolt,Dracozolt,,Electric,Dragon,505,90,100,90,80,70,75,https://pokemondb.net/pokedex/dracozolt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dracozolt.avif
0881,Arctozolt,Arctozolt,,Electric,Ice,505,90,100,90,90,80,55,https://pokemondb.net/pokedex/arctozolt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arctozolt.avif
0882,Dracovish,Dracovish,,Water,Dragon,505,90,90,100,70,80,75,https://pokemondb.net/pokedex/dracovish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dracovish.avif
0883,Arctovish,Arctovish,,Water,Ice,505,90,90,100,80,90,55,https://pokemondb.net/pokedex/arctovish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arctovish.avif
0884,Duraludon,Duraludon,,Steel,Dragon,535,70,95,115,120,50,85,https://pokemondb.net/pokedex/duraludon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/duraludon.avif
0885,Dreepy,Dreepy,,Dragon,Ghost,270,28,60,30,40,30,82,https://pokemondb.net/pokedex/dreepy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dreepy.avif
0886,Drakloak,Drakloak,,Dragon,Ghost,410,68,80,50,60,50,102,https://pokemondb.net/pokedex/drakloak,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drakloak.avif
0887,Dragapult,Dragapult,,Dragon,Ghost,600,88,120,75,100,75,142,https://pokemondb.net/pokedex/dragapult,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dragapult.avif
0888,Zacian (Hero of Many Battles),Zacian,Hero of Many Battles,Fairy,,660,92,120,115,80,115,138,https://pokemondb.net/pokedex/zacian,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zacian-hero.avif
0888,Zacian (Crowned Sword),Zacian,Crowned Sword,Fairy,Steel,700,92,150,115,80,115,148,https://pokemondb.net/pokedex/zacian,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zacian-crowned.avif
0889,Zamazenta (Hero of Many Battles),Zamazenta,Hero of Many Battles,Fighting,,660,92,120,115,80,115,138,https://pokemondb.net/pokedex/zamazenta,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zamazenta-hero.avif
0889,Zamazenta (Crowned Shield),Zamazenta,Crowned Shield,Fighting,Steel,700,92,120,140,80,140,128,https://pokemondb.net/pokedex/zamazenta,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zamazenta-crowned.avif
0890,Eternatus,Eternatus,,Poison,Dragon,690,140,85,95,145,95,130,https://pokemondb.net/pokedex/eternatus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eternatus.avif
0890,Eternatus (Eternamax),Eternatus,Eternamax,Poison,Dragon,1125,255,115,250,125,250,130,https://pokemondb.net/pokedex/eternatus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eternatus-eternamax.avif
0891,Kubfu,Kubfu,,Fighting,,385,60,90,60,53,50,72,https://pokemondb.net/pokedex/kubfu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kubfu.avif
0892,Urshifu (Single Strike Style),Urshifu,Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,https://pokemondb.net/pokedex/urshifu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/urshifu-single-strike.avif
0892,Urshifu (Rapid Strike Style),Urshifu,Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,https://pokemondb.net/pokedex/urshifu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/urshifu-rapid-strike.avif
0893,Zarude,Zarude,,Dark,Grass,600,105,120,105,70,95,105,https://pokemondb.net/pokedex/zarude,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zarude.avif
0894,Regieleki,Regieleki,,Electric,,580,80,100,50,100,50,200,https://pokemondb.net/pokedex/regieleki,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/regieleki.avif
0895,Regidrago,Regidrago,,Dragon,,580,200,100,50,100,50,80,https://pokemondb.net/pokedex/regidrago,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/regidrago.avif
0896,Glastrier,Glastrier,,Ice,,580,100,145,130,65,110,30,https://pokemondb.net/pokedex/glastrier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glastrier.avif
0897,Spectrier,Spectrier,,Ghost,,580,100,65,60,145,80,130,https://pokemondb.net/pokedex/spectrier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spectrier.avif
