name,category,effect,sprite_url
Tarountula Thread,General items,"Material obtained after defeating/catching Tarountula, used in TM crafting.",https://img.pokemondb.net/s.png
Tart Apple,Hold items,Evolves Applin into Flapple.,https://img.pokemondb.net/s.png
Tatsugiri Scales,General items,"Material obtained after defeating/catching Tatsugiri, used in TM crafting.",https://img.pokemondb.net/s.png
Tauros Hair,General items,"Material obtained after defeating/catching Tauros, used in TM crafting.",https://img.pokemondb.net/s.png
Tectonic Slate,,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Tectonic Room at Ramanas Park.,https://img.pokemondb.net/s.png
Teddiursa Claw,General items,"Material obtained after defeating/catching Teddiursa, used in TM crafting.",https://img.pokemondb.net/s.png
Tera Orb,,"An orb that holds within it the power to crystallize. When it is charged with energy, it can be used to cause Pokémon to Terastallize.",https://img.pokemondb.net/s.png
Terrain Extender,Hold items,An item to be held by a Pokémon. It extends the duration of the terrain caused by the holder's move or Ability.,https://img.pokemondb.net/sprites/items/terrain-extender.png
Thick Club,Hold items,Increases Attack when held by Cubone or Marowak.,https://img.pokemondb.net/sprites/items/thick-club.png
Throat Spray,Hold items,Raises Sp. Atk when a sound-based move is used.,https://img.pokemondb.net/s.png
Thunder Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/thunder-stone.png
Timer Ball,Pokeballs,Catches Pokémon with a higher rate the more turns have occurred (up to 4x).,https://img.pokemondb.net/sprites/items/timer-ball.png
Timid Mint,Battle items,Changes the Pokémon's stats to match the Timid nature.,https://img.pokemondb.net/s.png
Tin of Beans,General items,"One of the many ingredients that can be used for cooking at your camp. When simmered, the beans suffuse a dish with their mild flavor.",https://img.pokemondb.net/s.png
Tinkatink Hair,General items,"Material obtained after defeating/catching Tinkatink, used in TM crafting.",https://img.pokemondb.net/s.png
Tiny Bamboo Shoot,,A small and rare bamboo shoot. It’s quite popular with a certain class of gourmands.,https://img.pokemondb.net/s.png
Tiny Mushroom,General items,A small and rare mushroom. It is sought after by collectors.,https://img.pokemondb.net/sprites/items/tiny-mushroom.png
TM00,Machines,Teaches the move Mega Punch.,https://img.pokemondb.net/s.png
TM001,Machines,Teaches the move Mega Punch/Dynamic Punch/Focus Punch/Hone Claws/Work Up/Headbutt/Mega Kick/Take Down.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM002,Machines,Teaches the move Razor Wind/Headbutt/Dragon Claw/Taunt/Pay Day/Charm.,https://img.pokemondb.net/sprites/items/tm-dragon.png
TM003,Machines,Teaches the move Swords Dance/Curse/Water Pulse/Psyshock/Helping Hand/Fire Punch/Fake Tears.,https://img.pokemondb.net/sprites/items/tm-psychic.png
TM004,Machines,Teaches the move Whirlwind/Rollout/Calm Mind/Teleport/Ice Punch/Agility.,https://img.pokemondb.net/sprites/items/tm-psychic.png
TM005,Machines,Teaches the move Mega Kick/Roar/Rest/Thunder Punch/Mud-Slap.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM006,Machines,Teaches the move Toxic/Light Screen/Fly/Scary Face.,https://img.pokemondb.net/sprites/items/tm-poison.png
TM007,Machines,Teaches the move Horn Drill/Zap Cannon/Hail/Protect/Pin Missile/Protect.,https://img.pokemondb.net/sprites/items/tm-ice.png
TM008,Machines,Teaches the move Body Slam/Rock Smash/Bulk Up/Substitute/Hyper Beam/Fire Fang.,https://img.pokemondb.net/sprites/items/tm-fighting.png
TM009,Machines,Teaches the move Take Down/Psych Up/Bullet Seed/Venoshock/Reflect/Giga Impact/Thunder Fang.,https://img.pokemondb.net/sprites/items/tm-poison.png
TM010,Machines,Teaches the move Double-Edge/Hidden Power/Dig/Magical Leaf/Work Up/Ice Fang.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM011,Machines,Teaches the move BubbleBeam/Sunny Day/Will-O-Wisp/Solar Beam/Water Pulse.,https://img.pokemondb.net/sprites/items/tm-fire.png
TM012,Machines,Teaches the move Water Gun/Sweet Scent/Taunt/Facade/Solar Blade/Low Kick.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM013,Machines,Teaches the move Ice Beam/Snore/Brick Break/Fire Spin/Acid Spray.,https://img.pokemondb.net/sprites/items/tm-ice.png
TM014,Machines,Teaches the move Blizzard/Fly/Thunder Wave/Acrobatics.,https://img.pokemondb.net/sprites/items/tm-ice.png
TM015,Machines,Teaches the move Hyper Beam/Seismic Toss/Dig/Struggle Bug.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM016,Machines,Teaches the move Pay Day/Icy Wind/Light Screen/Thunder Wave/Screech/Psybeam.,https://img.pokemondb.net/sprites/items/tm-psychic.png
TM017,Machines,Teaches the move Submission/Protect/Dragon Tail/Light Screen/Confuse Ray.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM018,Machines,Teaches the move Counter/Rain Dance/U-turn/Reflect/Thief.,https://img.pokemondb.net/sprites/items/tm-water.png
TM019,Machines,Teaches the move Seismic Toss/Giga Drain/Telekinesis/Roost/Iron Tail/Safeguard/Disarming Voice.,https://img.pokemondb.net/sprites/items/tm-flying.png
TM020,Machines,Teaches the move Rage/Endure/Safeguard/Dark Pulse/Self-Destruct/Trailblaze.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM021,Machines,Teaches the move Mega Drain/Frustration/Foul Play/Rest/Dazzling Gleam/Pounce.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM022,Machines,Teaches the move SolarBeam/Rock Slide/Chilling Water.,https://img.pokemondb.net/sprites/items/tm-grass.png
TM023,Machines,Teaches the move Dragon Rage/Iron Tail/Smack Down/Thunder Punch/Thief/Charge Beam.,https://img.pokemondb.net/sprites/items/tm-rock.png
TM024,Machines,Teaches the move Thunderbolt/DragonBreath/X-Scissor/Snore/Fire Spin.,https://img.pokemondb.net/sprites/items/tm-electric.png
TM025,Machines,Teaches the move Thunder/Waterfall/Protect/Facade.,https://img.pokemondb.net/sprites/items/tm-electric.png
TM026,Machines,Teaches the move Earthquake/Poison Jab/Scary Face/Poison Tail.,https://img.pokemondb.net/sprites/items/tm-ground.png
TM027,Machines,Teaches the move Fissure/Return/Toxic/Icy Wind/Low Sweep/Aerial Ace.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM028,Machines,Teaches the move Dig/Leech Life/Tri Attack/Giga Drain/Bulldoze.,https://img.pokemondb.net/sprites/items/tm-bug.png
TM029,Machines,Teaches the move Psychic/Scald/Charm/Hex.,https://img.pokemondb.net/sprites/items/tm-psychic.png
TM030,Machines,Teaches the move Teleport/Shadow Ball/Bulk Up/Steel Wing/Snarl.,https://img.pokemondb.net/sprites/items/tm-ghost.png
TM031,Machines,Teaches the move Mimic/Mud-Slap/Brick Break/Fire Punch/Attract/Metal Claw.,https://img.pokemondb.net/sprites/items/tm-fighting.png
TM032,Machines,Teaches the move Double Team/Dazzling Gleam/Sandstorm/Swift.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM033,Machines,Teaches the move Ice Punch/Reflect/Calm Mind/Rain Dance/Magical Leaf.,https://img.pokemondb.net/sprites/items/tm-psychic.png
TM034,Machines,Teaches the move Bide/Swagger/Shock Wave/Sludge Wave/Dragon Pulse/Sunny Day/Icy Wind.,https://img.pokemondb.net/sprites/items/tm-poison.png
TM035,Machines,Teaches the move Metronome/Sleep Talk/Flamethrower/Ice Punch/Hail/Mud Shot.,https://img.pokemondb.net/sprites/items/tm-fire.png
TM036,Machines,Teaches the move Self-Destruct/Sludge Bomb/Thunderbolt/Whirlpool/Rock Tomb.,https://img.pokemondb.net/sprites/items/tm-poison.png
TM037,Machines,Teaches the move Egg Bomb/Sandstorm/Flamethrower/Beat Up/Draining Kiss.,https://img.pokemondb.net/sprites/items/tm-rock.png
TM038,Machines,Teaches the move Fire Blast/Thunder/Will-O-Wisp/Flame Charge.,https://img.pokemondb.net/sprites/items/tm-fire.png
TM039,Machines,Teaches the move Swift/Rock Tomb/Outrage/Facade/Low Sweep.,https://img.pokemondb.net/sprites/items/tm-rock.png
TM040,Machines,Teaches the move Skull Bash/Defense Curl/Aerial Ace/Psychic/Swift/Air Cutter.,https://img.pokemondb.net/sprites/items/tm-flying.png
TM041,Machines,Teaches the move Soft-Boiled/Thunder Punch/Torment/Earthquake/Helping Hand/Stored Power.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM042,Machines,Teaches the move Dream Eater/Facade/Self-Destruct/Revenge/Night Shade.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM043,Machines,Teaches the move Sky Attack/Detect/Secret Power/Flame Charge/Shadow Ball/Brick Break/Volt Switch/Fling.,https://img.pokemondb.net/sprites/items/tm-fire.png
TM044,Machines,Teaches the move Rest/Play Rough/Imprison/Dragon Tail.,https://img.pokemondb.net/sprites/items/tm-psychic.png
TM045,Machines,Teaches the move Thunder Wave/Attract/Solar Beam/Dive/Venoshock.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM046,Machines,Teaches the move Psywave/Thief/Fire Blast/Weather Ball/Avalanche.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM047,Machines,Teaches the move Explosion/Steel Wing/Low Sweep/Surf/Fake Tears/Endure.,https://img.pokemondb.net/sprites/items/tm-fighting.png
TM048,Machines,Teaches the move Rock Slide/Fire Punch/Skill Swap/Round/Hyper Beam/Rock Tomb/Volt Switch.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM049,Machines,Teaches the move Tri Attack/Fury Cutter/Snatch/Echoed Voice/Superpower/Sand Tomb/Scald/Sunny Day.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM050,Machines,Teaches the move Substitute/Nightmare/Overheat/Roost/Bullet Seed/Rain Dance.,https://img.pokemondb.net/sprites/items/tm-fire.png
TM051,Machines,Teaches the move Roost/Ally Switch/Steel Wing/Blizzard/Icicle Spear/Sandstorm.,https://img.pokemondb.net/sprites/items/tm-steel.png
TM052,Machines,Teaches the move Focus Blast/Sludge Bomb/Bounce/Snowscape.,https://img.pokemondb.net/sprites/items/tm-fighting.png
TM053,Machines,Teaches the move Energy Ball/Mega Drain/Mud Shot/Smart Strike.,https://img.pokemondb.net/sprites/items/tm-grass.png
TM054,Machines,Teaches the move False Swipe/Flash Cannon/Rock Blast/Psyshock.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM055,Machines,Teaches the move Brine/Scald/Ice Beam/Dig.,https://img.pokemondb.net/sprites/items/tm-water.png
TM056,Machines,Teaches the move Fling/Stealth Rock/U-turn/Bullet Seed.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM057,Machines,Teaches the move Charge Beam/Pay Day/Payback/False Swipe.,https://img.pokemondb.net/sprites/items/tm-electric.png
TM058,Machines,Teaches the move Endure/Sky Drop/Drill Run/Assurance/Brick Break.,https://img.pokemondb.net/sprites/items/tm-flying.png
TM059,Machines,Teaches the move Dragon Pulse/Incinerate/Brutal Swing/Dream Eater/Fling/Zen Headbutt.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM060,Machines,Teaches the move Drain Punch/Quash/Megahorn/Power Swap/U-turn.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM061,Machines,Teaches the move Will-O-Wisp/Guard Swap/Shadow Claw.,https://img.pokemondb.net/sprites/items/tm-fire.png
TM062,Machines,Teaches the move Silver Wind/Acrobatics/Speed Swap/Bug Buzz/Foul Play.,https://img.pokemondb.net/sprites/items/tm-flying.png
TM063,Machines,Teaches the move Embargo/Drain Punch/Nasty Plot/Psychic Fangs.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM064,Machines,Teaches the move Explosion/Avalanche/Bulk Up.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM065,Machines,Teaches the move Shadow Claw/Air Slash.,https://img.pokemondb.net/sprites/items/tm-ghost.png
TM066,Machines,Teaches the move Payback/Thunder Fang/Body Slam.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM067,Machines,Teaches the move Recycle/Retaliate/Smart Strike/Ice Fang/Fire Punch.,https://img.pokemondb.net/sprites/items/tm-steel.png
TM068,Machines,Teaches the move Giga Impact/Fire Fang/Thunder Punch.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM069,Machines,Teaches the move Rock Polish/Psycho Cut/Ice Punch.,https://img.pokemondb.net/sprites/items/tm-rock.png
TM070,Machines,Teaches the move Flash/Aurora Veil/Trick Room/Sleep Talk.,https://img.pokemondb.net/sprites/items/tm-ice.png
TM071,Machines,Teaches the move Stone Edge/Wonder Room/Seed Bomb.,https://img.pokemondb.net/sprites/items/tm-rock.png
TM072,Machines,Teaches the move Avalanche/Volt Switch/Magic Room/Electro Ball.,https://img.pokemondb.net/sprites/items/tm-electric.png
TM073,Machines,Teaches the move Thunder Wave/Cross Poison/Drain Punch.,https://img.pokemondb.net/sprites/items/tm-electric.png
TM074,Machines,Teaches the move Gyro Ball/Venoshock/Reflect.,https://img.pokemondb.net/sprites/items/tm-steel.png
TM075,Machines,Teaches the move Swords Dance/Low Sweep/Light Screen.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM076,Machines,Teaches the move Stealth Rock/Struggle Bug/Fly/Round/Rock Blast.,https://img.pokemondb.net/sprites/items/tm-flying.png
TM077,Machines,Teaches the move Psych Up/Hex/Waterfall.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM078,Machines,Teaches the move Captivate/Bulldoze/Acrobatics/Snarl/Dragon Claw.,https://img.pokemondb.net/sprites/items/tm-ground.png
TM079,Machines,Teaches the move Dark Pulse/Frost Breath/Retaliate/Dazzling Gleam.,https://img.pokemondb.net/sprites/items/tm-ice.png
TM080,Machines,Teaches the move Rock Slide/Volt Switch/Metronome.,https://img.pokemondb.net/sprites/items/tm-rock.png
TM081,Machines,Teaches the move X-Scissor/Bulldoze/Grass Knot.,https://img.pokemondb.net/sprites/items/tm-bug.png
TM082,Machines,Teaches the move Sleep Talk/Dragon Tail/Electroweb/Thunder Wave.,https://img.pokemondb.net/sprites/items/tm-dragon.png
TM083,Machines,Teaches the move Natural Gift/Work Up/Infestation/Razor Shell/Bulldoze/Poison Jab.,https://img.pokemondb.net/sprites/items/tm-bug.png
TM084,Machines,Teaches the move Poison Jab/Tail Slap/Stomping Tantrum.,https://img.pokemondb.net/sprites/items/tm-poison.png
TM085,Machines,Teaches the move Dream Eater/Snarl/Rest.,https://img.pokemondb.net/sprites/items/tm-psychic.png
TM086,Machines,Teaches the move Grass Knot/Phantom Force/Rock Slide.,https://img.pokemondb.net/sprites/items/tm-grass.png
TM087,Machines,Teaches the move Swagger/Draining Kiss/Taunt.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM088,Machines,Teaches the move Pluck/Sleep Talk/Grassy Terrain/Swords Dance.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM089,Machines,Teaches the move U-turn/Misty Terrain/Body Press.,https://img.pokemondb.net/sprites/items/tm-bug.png
TM090,Machines,Teaches the move Substitute/Electric Terrain/Spikes.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM091,Machines,Teaches the move Flash Cannon/Psychic Terrain/Toxic Spikes.,https://img.pokemondb.net/sprites/items/tm-steel.png
TM092,Machines,Teaches the move Trick Room/Mystical Fire/Imprison.,https://img.pokemondb.net/sprites/items/tm-psychic.png
TM093,Machines,Teaches the move Wild Charge/Eerie Impulse/Cut/Flash Cannon.,https://img.pokemondb.net/sprites/items/tm-electric.png
TM094,Machines,Teaches the move Rock Smash/Surf/False Swipe/Fly/Dark Pulse.,https://img.pokemondb.net/sprites/items/tm-fighting.png
TM095,Machines,Teaches the move Snarl/Air Slash/Surf/Leech Life.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM096,Machines,Teaches the move Nature Power/Smart Strike/Strength/Eerie Impulse.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM097,Machines,Teaches the move Dark Pulse/Brutal Swing/Defog/Fly.,https://img.pokemondb.net/sprites/items/tm-dark.png
TM098,Machines,Teaches the move Power-Up Punch/Waterfall/Stomping Tantrum/Rock Smash/Skill Swap.,https://img.pokemondb.net/sprites/items/tm-water.png
TM099,Machines,Teaches the move Dazzling Gleam/Breaking Swipe/Waterfall/Iron Head.,https://img.pokemondb.net/sprites/items/tm-fairy.png
TM100,Machines,Teaches the move Confide/Rock Climb/Dragon Dance.,https://img.pokemondb.net/sprites/items/tm-normal.png
TM101,Machines,Teaches the move Power Gem.,https://img.pokemondb.net/s.png
TM102,Machines,Teaches the move Gunk Shot.,https://img.pokemondb.net/s.png
TM103,Machines,Teaches the move Substitute.,https://img.pokemondb.net/s.png
TM104,Machines,Teaches the move Iron Defense.,https://img.pokemondb.net/s.png
TM105,Machines,Teaches the move X-Scissor.,https://img.pokemondb.net/s.png
TM106,Machines,Teaches the move Drill Run.,https://img.pokemondb.net/s.png
TM107,Machines,Teaches the move Will-O-Wisp.,https://img.pokemondb.net/s.png
TM108,Machines,Teaches the move Crunch.,https://img.pokemondb.net/s.png
TM109,Machines,Teaches the move Trick.,https://img.pokemondb.net/s.png
TM110,Machines,Teaches the move Liquidation.,https://img.pokemondb.net/s.png
TM111,Machines,Teaches the move Giga Drain.,https://img.pokemondb.net/s.png
TM112,Machines,Teaches the move Aura Sphere.,https://img.pokemondb.net/s.png
TM113,Machines,Teaches the move Tailwind.,https://img.pokemondb.net/s.png
TM114,Machines,Teaches the move Shadow Ball.,https://img.pokemondb.net/s.png
TM115,Machines,Teaches the move Dragon Pulse.,https://img.pokemondb.net/s.png
TM116,Machines,Teaches the move Stealth Rock.,https://img.pokemondb.net/s.png
TM117,Machines,Teaches the move Hyper Voice.,https://img.pokemondb.net/s.png
TM118,Machines,Teaches the move Heat Wave.,https://img.pokemondb.net/s.png
TM119,Machines,Teaches the move Energy Ball.,https://img.pokemondb.net/s.png
TM120,Machines,Teaches the move Psychic.,https://img.pokemondb.net/s.png
TM121,Machines,Teaches the move Heavy Slam.,https://img.pokemondb.net/s.png
TM122,Machines,Teaches the move Encore.,https://img.pokemondb.net/s.png
TM123,Machines,Teaches the move Surf.,https://img.pokemondb.net/s.png
TM124,Machines,Teaches the move Ice Spinner.,https://img.pokemondb.net/s.png
TM125,Machines,Teaches the move Flamethrower.,https://img.pokemondb.net/s.png
TM126,Machines,Teaches the move Thunderbolt.,https://img.pokemondb.net/s.png
TM127,Machines,Teaches the move Play Rough.,https://img.pokemondb.net/s.png
TM128,Machines,Teaches the move Amnesia.,https://img.pokemondb.net/s.png
TM129,Machines,Teaches the move Calm Mind.,https://img.pokemondb.net/s.png
TM130,Machines,Teaches the move Helping Hand.,https://img.pokemondb.net/s.png
TM131,Machines,Teaches the move Pollen Puff.,https://img.pokemondb.net/s.png
TM132,Machines,Teaches the move Baton Pass.,https://img.pokemondb.net/s.png
TM133,Machines,Teaches the move Earth Power.,https://img.pokemondb.net/s.png
TM134,Machines,Teaches the move Reversal.,https://img.pokemondb.net/s.png
TM135,Machines,Teaches the move Ice Beam.,https://img.pokemondb.net/s.png
TM136,Machines,Teaches the move Electric Terrain.,https://img.pokemondb.net/s.png
TM137,Machines,Teaches the move Grassy Terrain.,https://img.pokemondb.net/s.png
TM138,Machines,Teaches the move Psychic Terrain.,https://img.pokemondb.net/s.png
TM139,Machines,Teaches the move Misty Terrain.,https://img.pokemondb.net/s.png
TM140,Machines,Teaches the move Nasty Plot.,https://img.pokemondb.net/s.png
TM141,Machines,Teaches the move Fire Blast.,https://img.pokemondb.net/s.png
TM142,Machines,Teaches the move Hydro Pump.,https://img.pokemondb.net/s.png
TM143,Machines,Teaches the move Blizzard.,https://img.pokemondb.net/s.png
TM144,Machines,Teaches the move Fire Pledge.,https://img.pokemondb.net/s.png
TM145,Machines,Teaches the move Water Pledge.,https://img.pokemondb.net/s.png
TM146,Machines,Teaches the move Grass Pledge.,https://img.pokemondb.net/s.png
TM147,Machines,Teaches the move Wild Charge.,https://img.pokemondb.net/s.png
TM148,Machines,Teaches the move Sludge Bomb.,https://img.pokemondb.net/s.png
TM149,Machines,Teaches the move Earthquake.,https://img.pokemondb.net/s.png
TM150,Machines,Teaches the move Stone Edge.,https://img.pokemondb.net/s.png
TM151,Machines,Teaches the move Phantom Force.,https://img.pokemondb.net/s.png
TM152,Machines,Teaches the move Giga Impact.,https://img.pokemondb.net/s.png
TM153,Machines,Teaches the move Blast Burn.,https://img.pokemondb.net/s.png
TM154,Machines,Teaches the move Hydro Cannon.,https://img.pokemondb.net/s.png
TM155,Machines,Teaches the move Frenzy Plant.,https://img.pokemondb.net/s.png
TM156,Machines,Teaches the move Outrage.,https://img.pokemondb.net/s.png
TM157,Machines,Teaches the move Overheat.,https://img.pokemondb.net/s.png
TM158,Machines,Teaches the move Focus Blast.,https://img.pokemondb.net/s.png
TM159,Machines,Teaches the move Leaf Storm.,https://img.pokemondb.net/s.png
TM160,Machines,Teaches the move Hurricane.,https://img.pokemondb.net/s.png
TM161,Machines,Teaches the move Trick Room.,https://img.pokemondb.net/s.png
TM162,Machines,Teaches the move Bug Buzz.,https://img.pokemondb.net/s.png
TM163,Machines,Teaches the move Hyper Beam.,https://img.pokemondb.net/s.png
TM164,Machines,Teaches the move Brave Bird.,https://img.pokemondb.net/s.png
TM165,Machines,Teaches the move Flare Blitz.,https://img.pokemondb.net/s.png
TM166,Machines,Teaches the move Thunder.,https://img.pokemondb.net/s.png
TM167,Machines,Teaches the move Close Combat.,https://img.pokemondb.net/s.png
TM168,Machines,Teaches the move Solar Beam.,https://img.pokemondb.net/s.png
TM169,Machines,Teaches the move Draco Meteor.,https://img.pokemondb.net/s.png
TM170,Machines,Teaches the move Steel Beam.,https://img.pokemondb.net/s.png
TM171,Machines,Teaches the move Tera Blast.,https://img.pokemondb.net/s.png
TM172,Machines,Teaches the move Roar.,https://img.pokemondb.net/s.png
TM173,Machines,Teaches the move Charge.,https://img.pokemondb.net/s.png
TM174,Machines,Teaches the move Haze.,https://img.pokemondb.net/s.png
TM175,Machines,Teaches the move Toxic.,https://img.pokemondb.net/s.png
TM176,Machines,Teaches the move Sand Tomb.,https://img.pokemondb.net/s.png
TM177,Machines,Teaches the move Spite.,https://img.pokemondb.net/s.png
TM178,Machines,Teaches the move Gravity.,https://img.pokemondb.net/s.png
TM179,Machines,Teaches the move Smack Down.,https://img.pokemondb.net/s.png
TM180,Machines,Teaches the move Gyro Ball.,https://img.pokemondb.net/s.png
TM181,Machines,Teaches the move Knock Off.,https://img.pokemondb.net/s.png
TM182,Machines,Teaches the move Bug Bite.,https://img.pokemondb.net/s.png
TM183,Machines,Teaches the move Super Fang.,https://img.pokemondb.net/s.png
TM184,Machines,Teaches the move Vacuum Wave.,https://img.pokemondb.net/s.png
TM185,Machines,Teaches the move Lunge.,https://img.pokemondb.net/s.png
TM186,Machines,Teaches the move High Horsepower.,https://img.pokemondb.net/s.png
TM187,Machines,Teaches the move Icicle Spear.,https://img.pokemondb.net/s.png
TM188,Machines,Teaches the move Scald.,https://img.pokemondb.net/s.png
TM189,Machines,Teaches the move Heat Crash.,https://img.pokemondb.net/s.png
TM190,Machines,Teaches the move Solar Blade.,https://img.pokemondb.net/s.png
TM191,Machines,Teaches the move Uproar.,https://img.pokemondb.net/s.png
TM192,Machines,Teaches the move Focus Punch.,https://img.pokemondb.net/s.png
TM193,Machines,Teaches the move Weather Ball.,https://img.pokemondb.net/s.png
TM194,Machines,Teaches the move Grassy Glide.,https://img.pokemondb.net/s.png
TM195,Machines,Teaches the move Burning Jealousy.,https://img.pokemondb.net/s.png
TM196,Machines,Teaches the move Flip Turn.,https://img.pokemondb.net/s.png
TM197,Machines,Teaches the move Dual Wingbeat.,https://img.pokemondb.net/s.png
TM198,Machines,Teaches the move Poltergeist.,https://img.pokemondb.net/s.png
TM199,Machines,Teaches the move Lash Out.,https://img.pokemondb.net/s.png
TM200,Machines,Teaches the move Scale Shot.,https://img.pokemondb.net/s.png
TM201,Machines,Teaches the move Misty Explosion.,https://img.pokemondb.net/s.png
TM202,Machines,Teaches the move Pain Split.,https://img.pokemondb.net/s.png
TM203,Machines,Teaches the move Psych Up.,https://img.pokemondb.net/s.png
TM204,Machines,Teaches the move Double-Edge.,https://img.pokemondb.net/s.png
TM205,Machines,Teaches the move Endeavor.,https://img.pokemondb.net/s.png
TM206,Machines,Teaches the move Petal Blizzard.,https://img.pokemondb.net/s.png
TM207,Machines,Teaches the move Temper Flare.,https://img.pokemondb.net/s.png
TM208,Machines,Teaches the move Whirlpool.,https://img.pokemondb.net/s.png
TM209,Machines,Teaches the move Muddy Water.,https://img.pokemondb.net/s.png
TM210,Machines,Teaches the move Supercell Slam.,https://img.pokemondb.net/s.png
TM211,Machines,Teaches the move Electroweb.,https://img.pokemondb.net/s.png
TM212,Machines,Teaches the move Triple Axel.,https://img.pokemondb.net/s.png
TM213,Machines,Teaches the move Coaching.,https://img.pokemondb.net/s.png
TM214,Machines,Teaches the move Sludge Wave.,https://img.pokemondb.net/s.png
TM215,Machines,Teaches the move Scorching Sands.,https://img.pokemondb.net/s.png
TM216,Machines,Teaches the move Feather Dance.,https://img.pokemondb.net/s.png
TM217,Machines,Teaches the move Future Sight.,https://img.pokemondb.net/s.png
TM218,Machines,Teaches the move Expanding Force.,https://img.pokemondb.net/s.png
TM219,Machines,Teaches the move Skitter Smack.,https://img.pokemondb.net/s.png
TM220,Machines,Teaches the move Meteor Beam.,https://img.pokemondb.net/s.png
TM221,Machines,Teaches the move Throat Chop.,https://img.pokemondb.net/s.png
TM222,Machines,Teaches the move Breaking Swipe.,https://img.pokemondb.net/s.png
TM223,Machines,Teaches the move Metal Sound.,https://img.pokemondb.net/s.png
TM224,Machines,Teaches the move Curse.,https://img.pokemondb.net/s.png
TM225,Machines,Teaches the move Hard Press.,https://img.pokemondb.net/s.png
TM226,Machines,Teaches the move Dragon Cheer.,https://img.pokemondb.net/s.png
TM227,Machines,Teaches the move Alluring Voice.,https://img.pokemondb.net/s.png
TM228,Machines,Teaches the move Psychic Noise.,https://img.pokemondb.net/s.png
TM229,Machines,Teaches the move Upper Hand.,https://img.pokemondb.net/s.png
TMV Pass,General items,A commuter pass that allows the holder to ride the TMV between Lumiose City and Kiloude City at any time.,https://img.pokemondb.net/sprites/items/tmv-pass.png
Toedscool Flaps,General items,"Material obtained after defeating/catching Toedscool, used in TM crafting.",https://img.pokemondb.net/s.png
Tofu,,An ingredient with a touch of sweetness. It’s unclear how well this raw block of tofu will serve as a sandwich filling.,https://img.pokemondb.net/s.png
Tomato,,"This very tart ingredient has a lot of savory elements to it, making it popular with many Pokémon.",https://img.pokemondb.net/s.png
Torkoal Coal,General items,"Material obtained after defeating/catching Torkoal, used in TM crafting.",https://img.pokemondb.net/s.png
Tough Candy,Medicine,Increases a Pokémon's Defense stat by 1.,https://img.pokemondb.net/sprites/items/tough-candy.png
Tough Candy L,Medicine,Increases a Pokémon's Defense stat.,https://img.pokemondb.net/sprites/items/tough-candy-l.png
Tough Candy XL,Medicine,Increases a Pokémon's Defense stat.,https://img.pokemondb.net/sprites/items/tough-candy-xl.png
Toxel Sparks,General items,"Material obtained after defeating/catching Toxel, used in TM crafting.",https://img.pokemondb.net/s.png
Toxic Orb,Hold items,An item to be held by a Pokémon. It is a bizarre orb that badly poisons the holder in battle.,https://img.pokemondb.net/sprites/items/toxic-orb.png
Toxic Plate,Hold items,Increases power of Poison-type moves. Changes Arceus' type to Poison.,https://img.pokemondb.net/sprites/items/toxic-plate.png
TR00,Machines,Teaches the move Swords Dance.,https://img.pokemondb.net/s.png
TR01,Machines,Teaches the move Body Slam.,https://img.pokemondb.net/s.png
TR02,Machines,Teaches the move Flamethrower.,https://img.pokemondb.net/s.png
TR03,Machines,Teaches the move Hydro Pump.,https://img.pokemondb.net/s.png
TR04,Machines,Teaches the move Surf.,https://img.pokemondb.net/s.png
TR05,Machines,Teaches the move Ice Beam.,https://img.pokemondb.net/s.png
